id: GO:0003924
id: GO:0008270
id: GO:0016787
id: GO:0003924
id: GO:0005515
id: GO:0005515
id: GO:0003924
id: GO:0003924
id: GO:0005
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: GO:0006464
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0003924
id: NA
id: NA
id: NA
id: GO:0003872
id: GO:0006096
id: NA
id: GO:0006508
id: GO:0008234
id: NA
id: GO:0003924
id: GO:0016787
id: NA
id: NA
id: GO:0000413
id: GO:0003755
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0006464
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0005524
id: GO:0005975
id: GO:0016773
id: NA
id: NA
id: NA
id: GO:0005515
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: GO:0009055
id: GO:0015035
id: GO:0045454
id: NA
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: GO:0005515
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0003824
id: GO:0009116
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: NA
id: NA
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: NA
id: NA
id: GO:0008270
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0006508
id: GO:0008234
id: NA
id: GO:0003924
id: NA
id: GO:0005515
id: NA
id: GO:0003700
id: GO:0005634
id: GO:0006355
id: GO:0008270
id: GO:0043565
id: GO:0003824
id: GO:0009116
id: NA
id: NA
id: NA
id: GO:0003924
id: GO:0005515
id: NA
id: NA
id: NA
